_id,STATION_ID,ABBREVIATION,DATETIME,VALUE
1602,DAUGAVGR,HPRSL,2025-07-21T06:00:00,1006.7
1627,DAUGAVGR,HPRAB,2025-07-21T06:00:00,0
1649,DAUGAVGR,HATMX,2025-07-21T06:00:00,19.7
1655,DAUGAVGR,HTDRY,2025-07-21T06:00:00,19.45
1658,DAUGAVGR,HSNOW,2025-07-21T06:00:00,0
1687,DAUGAVGR,HRLH,2025-07-21T06:00:00,93
1721,DAUGAVGR,HWDMX,2025-07-21T06:00:00,39
1749,DAUGAVGR,HWDAV,2025-07-21T06:00:00,44
1789,DAUGAVGR,HWSMX,2025-07-21T06:00:00,5.2
1806,DAUGAVGR,HWNDS,2025-07-21T06:00:00,3.1
2106,DAUGAVGR,HWSMX,2025-07-21T07:00:00,5.3
1854,DAUGAVGR,HATMN,2025-07-21T07:00:00,19.5
1899,DAUGAVGR,HPRSL,2025-07-21T07:00:00,1006.8
1916,DAUGAVGR,HPRAB,2025-07-21T07:00:00,0
1954,DAUGAVGR,HATMX,2025-07-21T07:00:00,20.3
1987,DAUGAVGR,HSNOW,2025-07-21T07:00:00,0
1998,DAUGAVGR,HRLH,2025-07-21T07:00:00,90
2024,DAUGAVGR,HWDMX,2025-07-21T07:00:00,44
2064,DAUGAVGR,HWDAV,2025-07-21T07:00:00,36
2070,DAUGAVGR,HTDRY,2025-07-21T07:00:00,19.85
2130,DAUGAVGR,HWNDS,2025-07-21T07:00:00,3.1
2440,DAUGAVGR,HWNDS,2025-07-21T08:00:00,3.7
2226,DAUGAVGR,HPRAB,2025-07-21T08:00:00,0
2205,DAUGAVGR,HPRSL,2025-07-21T08:00:00,1007.1
2272,DAUGAVGR,HSNOW,2025-07-21T08:00:00,0
2161,DAUGAVGR,HATMN,2025-07-21T08:00:00,20.1
2298,DAUGAVGR,HRLH,2025-07-21T08:00:00,87
2340,DAUGAVGR,HWDMX,2025-07-21T08:00:00,24
2155,DAUGAVGR,HATMX,2025-07-21T08:00:00,20.8
2359,DAUGAVGR,HWDAV,2025-07-21T08:00:00,15
2381,DAUGAVGR,HTDRY,2025-07-21T08:00:00,20.47
2410,DAUGAVGR,HWSMX,2025-07-21T08:00:00,4.7
2592,DAUGAVGR,HSNOW,2025-07-21T09:00:00,0
2754,DAUGAVGR,HWDMX,2025-07-21T09:00:00,27
2487,DAUGAVGR,HATMN,2025-07-21T09:00:00,20.4
2535,DAUGAVGR,HPRAB,2025-07-21T09:00:00,0
2563,DAUGAVGR,HATMX,2025-07-21T09:00:00,21.1
2619,DAUGAVGR,HRLH,2025-07-21T09:00:00,87
2632,DAUGAVGR,HPRSL,2025-07-21T09:00:00,1007.4
2676,DAUGAVGR,HWDAV,2025-07-21T09:00:00,23
2680,DAUGAVGR,HTDRY,2025-07-21T09:00:00,20.77
2724,DAUGAVGR,HWSMX,2025-07-21T09:00:00,6.8
2728,DAUGAVGR,HWNDS,2025-07-21T09:00:00,4.8
2960,DAUGAVGR,HWDAV,2025-07-21T10:00:00,27
2771,DAUGAVGR,HATMX,2025-07-21T10:00:00,21.3
2775,DAUGAVGR,HATMN,2025-07-21T10:00:00,20.8
2829,DAUGAVGR,HPRSL,2025-07-21T10:00:00,1007.4
2849,DAUGAVGR,HPRAB,2025-07-21T10:00:00,0
2903,DAUGAVGR,HSNOW,2025-07-21T10:00:00,0
2926,DAUGAVGR,HRLH,2025-07-21T10:00:00,86
3007,DAUGAVGR,HWSMX,2025-07-21T10:00:00,7.5
3004,DAUGAVGR,HTDRY,2025-07-21T10:00:00,21.03
3034,DAUGAVGR,HWNDS,2025-07-21T10:00:00,5.6
3066,DAUGAVGR,HWDMX,2025-07-21T10:00:00,24
3081,DAUGAVGR,HATMX,2025-07-21T11:00:00,21.9
3089,DAUGAVGR,HATMN,2025-07-21T11:00:00,21
3135,DAUGAVGR,HPRSL,2025-07-21T11:00:00,1007.4
3150,DAUGAVGR,HPRAB,2025-07-21T11:00:00,0
3197,DAUGAVGR,HSNOW,2025-07-21T11:00:00,0
3234,DAUGAVGR,HRLH,2025-07-21T11:00:00,85
3267,DAUGAVGR,HWDAV,2025-07-21T11:00:00,21
3298,DAUGAVGR,HTDRY,2025-07-21T11:00:00,21.53
3316,DAUGAVGR,HWSMX,2025-07-21T11:00:00,7.6
3341,DAUGAVGR,HWNDS,2025-07-21T11:00:00,6.1
3368,DAUGAVGR,HWDMX,2025-07-21T11:00:00,23
3402,DAUGAVGR,HWSMX,2025-07-21T12:00:00,8.6
3414,DAUGAVGR,HWNDS,2025-07-21T12:00:00,6.6
3445,DAUGAVGR,HWDMX,2025-07-21T12:00:00,8
3460,DAUGAVGR,HWDAV,2025-07-21T12:00:00,8
3486,DAUGAVGR,HTDRY,2025-07-21T12:00:00,21.73
3537,DAUGAVGR,HSNOW,2025-07-21T12:00:00,0
3557,DAUGAVGR,HRLH,2025-07-21T12:00:00,86
3585,DAUGAVGR,HPRSL,2025-07-21T12:00:00,1007.3
3596,DAUGAVGR,HPRAB,2025-07-21T12:00:00,0
3629,DAUGAVGR,HATMX,2025-07-21T12:00:00,22.1
3657,DAUGAVGR,HATMN,2025-07-21T12:00:00,21.4
3720,DAUGAVGR,HATMN,2025-07-21T13:00:00,21.4
3751,DAUGAVGR,HPRSL,2025-07-21T13:00:00,1007.1
3776,DAUGAVGR,HPRAB,2025-07-21T13:00:00,0
3784,DAUGAVGR,HATMX,2025-07-21T13:00:00,22.2
3807,DAUGAVGR,HSNOW,2025-07-21T13:00:00,0
3833,DAUGAVGR,HRLH,2025-07-21T13:00:00,87
3866,DAUGAVGR,HWDMX,2025-07-21T13:00:00,7
3893,DAUGAVGR,HWDAV,2025-07-21T13:00:00,357
3924,DAUGAVGR,HTDRY,2025-07-21T13:00:00,21.85
3945,DAUGAVGR,HWSMX,2025-07-21T13:00:00,8.1
3964,DAUGAVGR,HWNDS,2025-07-21T13:00:00,6.4
4013,DAUGAVGR,HATMN,2025-07-21T14:00:00,21.7
4062,DAUGAVGR,HPRSL,2025-07-21T14:00:00,1006.8
4079,DAUGAVGR,HPRAB,2025-07-21T14:00:00,0
4091,DAUGAVGR,HATMX,2025-07-21T14:00:00,22.3
4114,DAUGAVGR,HSNOW,2025-07-21T14:00:00,0
4140,DAUGAVGR,HRLH,2025-07-21T14:00:00,88
4174,DAUGAVGR,HWDMX,2025-07-21T14:00:00,2
4188,DAUGAVGR,HWDAV,2025-07-21T14:00:00,1
4227,DAUGAVGR,HTDRY,2025-07-21T14:00:00,22.02
4235,DAUGAVGR,HWSMX,2025-07-21T14:00:00,7.7
4274,DAUGAVGR,HWNDS,2025-07-21T14:00:00,6.3
4301,DAUGAVGR,HATMX,2025-07-21T15:00:00,21.9
4313,DAUGAVGR,HATMN,2025-07-21T15:00:00,21.7
4356,DAUGAVGR,HPRSL,2025-07-21T15:00:00,1006.8
4383,DAUGAVGR,HPRAB,2025-07-21T15:00:00,0
4421,DAUGAVGR,HSNOW,2025-07-21T15:00:00,0
4471,DAUGAVGR,HRLH,2025-07-21T15:00:00,90
4487,DAUGAVGR,HWDMX,2025-07-21T15:00:00,7
4542,DAUGAVGR,HWSMX,2025-07-21T15:00:00,7.5
4512,DAUGAVGR,HWDAV,2025-07-21T15:00:00,6
4527,DAUGAVGR,HTDRY,2025-07-21T15:00:00,21.83
4588,DAUGAVGR,HWNDS,2025-07-21T15:00:00,5.8
4742,DAUGAVGR,HSNOW,2025-07-21T16:00:00,0
4755,DAUGAVGR,HRLH,2025-07-21T16:00:00,90
4782,DAUGAVGR,HPRSL,2025-07-21T16:00:00,1006.9
4802,DAUGAVGR,HWDAV,2025-07-21T16:00:00,1
4864,DAUGAVGR,HWSMX,2025-07-21T16:00:00,6.5
4890,DAUGAVGR,HWNDS,2025-07-21T16:00:00,4.9
4903,DAUGAVGR,HWDMX,2025-07-21T16:00:00,7
4637,DAUGAVGR,HATMN,2025-07-21T16:00:00,21.7
4693,DAUGAVGR,HPRAB,2025-07-21T16:00:00,0
4705,DAUGAVGR,HATMX,2025-07-21T16:00:00,21.9
4725,DAUGAVGR,HTDRY,2025-07-21T16:00:00,21.82
4933,DAUGAVGR,HATMN,2025-07-21T17:00:00,21.3
4986,DAUGAVGR,HPRAB,2025-07-21T17:00:00,0
5021,DAUGAVGR,HATMX,2025-07-21T17:00:00,21.8
5058,DAUGAVGR,HSNOW,2025-07-21T17:00:00,0
5083,DAUGAVGR,HRLH,2025-07-21T17:00:00,91
5088,DAUGAVGR,HPRSL,2025-07-21T17:00:00,1006.5
5098,DAUGAVGR,HWDMX,2025-07-21T17:00:00,352
5120,DAUGAVGR,HWDAV,2025-07-21T17:00:00,7
5155,DAUGAVGR,HTDRY,2025-07-21T17:00:00,21.62
5156,DAUGAVGR,HWSMX,2025-07-21T17:00:00,5.7
5191,DAUGAVGR,HWNDS,2025-07-21T17:00:00,4.6
5414,DAUGAVGR,HWDMX,2025-07-21T18:00:00,4
5254,DAUGAVGR,HATMN,2025-07-21T18:00:00,21.3
5273,DAUGAVGR,HPRSL,2025-07-21T18:00:00,1006.6
5299,DAUGAVGR,HPRAB,2025-07-21T18:00:00,0
5319,DAUGAVGR,HATMX,2025-07-21T18:00:00,21.6
5357,DAUGAVGR,HSNOW,2025-07-21T18:00:00,0
5372,DAUGAVGR,HRLH,2025-07-21T18:00:00,92
5416,DAUGAVGR,HWDAV,2025-07-21T18:00:00,2
5443,DAUGAVGR,HTDRY,2025-07-21T18:00:00,21.48
5468,DAUGAVGR,HWSMX,2025-07-21T18:00:00,6.6
5490,DAUGAVGR,HWNDS,2025-07-21T18:00:00,4.4
5557,DAUGAVGR,HATMN,2025-07-21T19:00:00,21.1
5583,DAUGAVGR,HPRSL,2025-07-21T19:00:00,1006.7
5599,DAUGAVGR,HPRAB,2025-07-21T19:00:00,0
5626,DAUGAVGR,HATMX,2025-07-21T19:00:00,21.4
5659,DAUGAVGR,HSNOW,2025-07-21T19:00:00,0
5698,DAUGAVGR,HRLH,2025-07-21T19:00:00,95
5716,DAUGAVGR,HWDMX,2025-07-21T19:00:00,16
5746,DAUGAVGR,HWDAV,2025-07-21T19:00:00,9
5751,DAUGAVGR,HTDRY,2025-07-21T19:00:00,21.18
5785,DAUGAVGR,HWSMX,2025-07-21T19:00:00,6.8
5797,DAUGAVGR,HWNDS,2025-07-21T19:00:00,5.4
5857,DAUGAVGR,HATMN,2025-07-21T20:00:00,20.7
5907,DAUGAVGR,HPRAB,2025-07-21T20:00:00,0
5945,DAUGAVGR,HATMX,2025-07-21T20:00:00,21.2
5956,DAUGAVGR,HSNOW,2025-07-21T20:00:00,0
6057,DAUGAVGR,HTDRY,2025-07-21T20:00:00,21.03
6010,DAUGAVGR,HPRSL,2025-07-21T20:00:00,1006.6
6092,DAUGAVGR,HWSMX,2025-07-21T20:00:00,6.2
6105,DAUGAVGR,HWNDS,2025-07-21T20:00:00,4
6022,DAUGAVGR,HWDMX,2025-07-21T20:00:00,5
5983,DAUGAVGR,HRLH,2025-07-21T20:00:00,95
6054,DAUGAVGR,HWDAV,2025-07-21T20:00:00,27
6360,DAUGAVGR,HWDAV,2025-07-21T21:00:00,45
6370,DAUGAVGR,HTDRY,2025-07-21T21:00:00,20.75
6386,DAUGAVGR,HWSMX,2025-07-21T21:00:00,4.9
6442,DAUGAVGR,HWDMX,2025-07-21T21:00:00,43
6424,DAUGAVGR,HWNDS,2025-07-21T21:00:00,3.3
6172,DAUGAVGR,HATMN,2025-07-21T21:00:00,20.6
6212,DAUGAVGR,HPRSL,2025-07-21T21:00:00,1006.2
6214,DAUGAVGR,HPRAB,2025-07-21T21:00:00,0
6244,DAUGAVGR,HATMX,2025-07-21T21:00:00,21
6266,DAUGAVGR,HSNOW,2025-07-21T21:00:00,0
6309,DAUGAVGR,HRLH,2025-07-21T21:00:00,96
6718,DAUGAVGR,HWNDS,2025-07-21T22:00:00,2.9
6449,DAUGAVGR,HATMX,2025-07-21T22:00:00,20.7
6459,DAUGAVGR,HATMN,2025-07-21T22:00:00,20.5
6521,DAUGAVGR,HPRAB,2025-07-21T22:00:00,0
6570,DAUGAVGR,HSNOW,2025-07-21T22:00:00,0
6596,DAUGAVGR,HRLH,2025-07-21T22:00:00,96
6624,DAUGAVGR,HPRSL,2025-07-21T22:00:00,1006.1
6644,DAUGAVGR,HWDAV,2025-07-21T22:00:00,39
6683,DAUGAVGR,HTDRY,2025-07-21T22:00:00,20.65
6709,DAUGAVGR,HWSMX,2025-07-21T22:00:00,5.3
6745,DAUGAVGR,HWDMX,2025-07-21T22:00:00,42
6832,DAUGAVGR,HPRAB,2025-07-21T23:00:00,0
6766,DAUGAVGR,HATMN,2025-07-21T23:00:00,19.8
6806,DAUGAVGR,HPRSL,2025-07-21T23:00:00,1006
6862,DAUGAVGR,HATMX,2025-07-21T23:00:00,20.7
6873,DAUGAVGR,HTDRY,2025-07-21T23:00:00,20.25
6883,DAUGAVGR,HSNOW,2025-07-21T23:00:00,0
6904,DAUGAVGR,HRLH,2025-07-21T23:00:00,96
6938,DAUGAVGR,HWDMX,2025-07-21T23:00:00,42
6951,DAUGAVGR,HWDAV,2025-07-21T23:00:00,55
6998,DAUGAVGR,HWSMX,2025-07-21T23:00:00,3.6
7025,DAUGAVGR,HWNDS,2025-07-21T23:00:00,1.5
7298,DAUGAVGR,HTDRY,2025-07-22T00:00:00,19.9
7359,DAUGAVGR,HWDMX,2025-07-22T00:00:00,50
7341,DAUGAVGR,HWNDS,2025-07-22T00:00:00,1.1
7313,DAUGAVGR,HWSMX,2025-07-22T00:00:00,2.8
7073,DAUGAVGR,HATMN,2025-07-22T00:00:00,19.5
7123,DAUGAVGR,HPRSL,2025-07-22T00:00:00,1005.9
7153,DAUGAVGR,HPRAB,2025-07-22T00:00:00,0
7161,DAUGAVGR,HATMX,2025-07-22T00:00:00,20.1
7200,DAUGAVGR,HSNOW,2025-07-22T00:00:00,0
7211,DAUGAVGR,HRLH,2025-07-22T00:00:00,96
7258,DAUGAVGR,HWDAV,2025-07-22T00:00:00,45
7421,DAUGAVGR,HPRSL,2025-07-22T01:00:00,1005.8
7471,DAUGAVGR,HATMX,2025-07-22T01:00:00,20
7491,DAUGAVGR,HSNOW,2025-07-22T01:00:00,0
7538,DAUGAVGR,HRLH,2025-07-22T01:00:00,97
7397,DAUGAVGR,HATMN,2025-07-22T01:00:00,19.4
7554,DAUGAVGR,HWDMX,2025-07-22T01:00:00,50
7577,DAUGAVGR,HWDAV,2025-07-22T01:00:00,56
7442,DAUGAVGR,HPRAB,2025-07-22T01:00:00,0
7595,DAUGAVGR,HTDRY,2025-07-22T01:00:00,19.68
7613,DAUGAVGR,HWSMX,2025-07-22T01:00:00,3.9
7655,DAUGAVGR,HWNDS,2025-07-22T01:00:00,1.8
7950,DAUGAVGR,HWNDS,2025-07-22T02:00:00,2.4
7700,DAUGAVGR,HATMN,2025-07-22T02:00:00,18.9
7783,DAUGAVGR,HATMX,2025-07-22T02:00:00,19.5
7818,DAUGAVGR,HSNOW,2025-07-22T02:00:00,0
7840,DAUGAVGR,HRLH,2025-07-22T02:00:00,97
7851,DAUGAVGR,HPRSL,2025-07-22T02:00:00,1005.7
7872,DAUGAVGR,HWDAV,2025-07-22T02:00:00,77
7905,DAUGAVGR,HTDRY,2025-07-22T02:00:00,19.17
7924,DAUGAVGR,HWSMX,2025-07-22T02:00:00,4.2
7973,DAUGAVGR,HWDMX,2025-07-22T02:00:00,55
7774,DAUGAVGR,HPRAB,2025-07-22T02:00:00,0
8226,DAUGAVGR,HWSMX,2025-07-22T03:00:00,4.3
7994,DAUGAVGR,HATMN,2025-07-22T03:00:00,18.7
8046,DAUGAVGR,HPRSL,2025-07-22T03:00:00,1005.7
8056,DAUGAVGR,HPRAB,2025-07-22T03:00:00,0
8089,DAUGAVGR,HATMX,2025-07-22T03:00:00,19.1
8118,DAUGAVGR,HSNOW,2025-07-22T03:00:00,0
8136,DAUGAVGR,HRLH,2025-07-22T03:00:00,95
8175,DAUGAVGR,HWDMX,2025-07-22T03:00:00,98
8183,DAUGAVGR,HWDAV,2025-07-22T03:00:00,87
8225,DAUGAVGR,HTDRY,2025-07-22T03:00:00,18.9
8253,DAUGAVGR,HWNDS,2025-07-22T03:00:00,2.3
8453,DAUGAVGR,HRLH,2025-07-22T04:00:00,94
8317,DAUGAVGR,HATMN,2025-07-22T04:00:00,18.7
8341,DAUGAVGR,HPRSL,2025-07-22T04:00:00,1005.6
8376,DAUGAVGR,HPRAB,2025-07-22T04:00:00,0
8389,DAUGAVGR,HATMX,2025-07-22T04:00:00,19.5
8428,DAUGAVGR,HSNOW,2025-07-22T04:00:00,0
8474,DAUGAVGR,HWDMX,2025-07-22T04:00:00,102
8510,DAUGAVGR,HWDAV,2025-07-22T04:00:00,96
8513,DAUGAVGR,HTDRY,2025-07-22T04:00:00,19.12
8552,DAUGAVGR,HWSMX,2025-07-22T04:00:00,4.9
8560,DAUGAVGR,HWNDS,2025-07-22T04:00:00,3.1
8797,DAUGAVGR,HWDAV,2025-07-22T05:00:00,109
8670,DAUGAVGR,HPRAB,2025-07-22T05:00:00,0
8707,DAUGAVGR,HATMX,2025-07-22T05:00:00,20.4
8719,DAUGAVGR,HSNOW,2025-07-22T05:00:00,0
8745,DAUGAVGR,HRLH,2025-07-22T05:00:00,92
8608,DAUGAVGR,HATMN,2025-07-22T05:00:00,19.5
8648,DAUGAVGR,HPRSL,2025-07-22T05:00:00,1005.6
8899,DAUGAVGR,HWDMX,2025-07-22T05:00:00,94
8839,DAUGAVGR,HTDRY,2025-07-22T05:00:00,19.78
8840,DAUGAVGR,HWSMX,2025-07-22T05:00:00,4.9
8882,DAUGAVGR,HWNDS,2025-07-22T05:00:00,2.5
8979,DAUGAVGR,HPRAB,2025-07-22T06:00:00,0
9017,DAUGAVGR,HATMX,2025-07-22T06:00:00,21.2
9026,DAUGAVGR,HSNOW,2025-07-22T06:00:00,0
9063,DAUGAVGR,HRLH,2025-07-22T06:00:00,87
9082,DAUGAVGR,HPRSL,2025-07-22T06:00:00,1005.6
9089,DAUGAVGR,HWDMX,2025-07-22T06:00:00,95
9116,DAUGAVGR,HWDAV,2025-07-22T06:00:00,94
9143,DAUGAVGR,HTDRY,2025-07-22T06:00:00,20.68
8928,DAUGAVGR,HATMN,2025-07-22T06:00:00,20.2
9180,DAUGAVGR,HWNDS,2025-07-22T06:00:00,3.6
9165,DAUGAVGR,HWSMX,2025-07-22T06:00:00,5.5
9215,DAUGAVGR,HATMX,2025-07-22T07:00:00,22.3
9226,DAUGAVGR,HATMN,2025-07-22T07:00:00,20.5
9374,DAUGAVGR,HRLH,2025-07-22T07:00:00,86
9416,DAUGAVGR,HWDAV,2025-07-22T07:00:00,77
9440,DAUGAVGR,HTDRY,2025-07-22T07:00:00,21.22
9460,DAUGAVGR,HWSMX,2025-07-22T07:00:00,5
9506,DAUGAVGR,HWNDS,2025-07-22T07:00:00,2.1
9274,DAUGAVGR,HPRSL,2025-07-22T07:00:00,1005.6
9284,DAUGAVGR,HPRAB,2025-07-22T07:00:00,0
9349,DAUGAVGR,HSNOW,2025-07-22T07:00:00,0
9400,DAUGAVGR,HWDMX,2025-07-22T07:00:00,86
9529,DAUGAVGR,HATMN,2025-07-22T08:00:00,20.5
9580,DAUGAVGR,HPRSL,2025-07-22T08:00:00,1005.5
9602,DAUGAVGR,HPRAB,2025-07-22T08:00:00,0
9622,DAUGAVGR,HATMX,2025-07-22T08:00:00,22.7
9648,DAUGAVGR,HSNOW,2025-07-22T08:00:00,0
9666,DAUGAVGR,HRLH,2025-07-22T08:00:00,87
9703,DAUGAVGR,HWDMX,2025-07-22T08:00:00,17
9728,DAUGAVGR,HWDAV,2025-07-22T08:00:00,42
9758,DAUGAVGR,HTDRY,2025-07-22T08:00:00,21.23
9777,DAUGAVGR,HWSMX,2025-07-22T08:00:00,5.1
9804,DAUGAVGR,HWNDS,2025-07-22T08:00:00,3.1
10084,DAUGAVGR,HWSMX,2025-07-22T09:00:00,5.1
9839,DAUGAVGR,HATMN,2025-07-22T09:00:00,21.1
9911,DAUGAVGR,HPRAB,2025-07-22T09:00:00,0
9939,DAUGAVGR,HATMX,2025-07-22T09:00:00,23
9960,DAUGAVGR,HSNOW,2025-07-22T09:00:00,0
9987,DAUGAVGR,HRLH,2025-07-22T09:00:00,81
10001,DAUGAVGR,HPRSL,2025-07-22T09:00:00,1005.6
10028,DAUGAVGR,HWDAV,2025-07-22T09:00:00,78
10048,DAUGAVGR,HTDRY,2025-07-22T09:00:00,22.23
10096,DAUGAVGR,HWNDS,2025-07-22T09:00:00,2.9
10122,DAUGAVGR,HWDMX,2025-07-22T09:00:00,86
10132,DAUGAVGR,HATMX,2025-07-22T10:00:00,24.8
10143,DAUGAVGR,HATMN,2025-07-22T10:00:00,22.1
10195,DAUGAVGR,HPRSL,2025-07-22T10:00:00,1005.5
10217,DAUGAVGR,HPRAB,2025-07-22T10:00:00,0
10252,DAUGAVGR,HTDRY,2025-07-22T10:00:00,23.3
10279,DAUGAVGR,HSNOW,2025-07-22T10:00:00,0
10294,DAUGAVGR,HRLH,2025-07-22T10:00:00,76
10314,DAUGAVGR,HWDMX,2025-07-22T10:00:00,19
10328,DAUGAVGR,HWDAV,2025-07-22T10:00:00,81
10375,DAUGAVGR,HWSMX,2025-07-22T10:00:00,5.5
10412,DAUGAVGR,HWNDS,2025-07-22T10:00:00,2.6
10445,DAUGAVGR,HATMX,2025-07-22T11:00:00,23.1
10465,DAUGAVGR,HATMN,2025-07-22T11:00:00,21.4
10502,DAUGAVGR,HPRSL,2025-07-22T11:00:00,1005.4
10521,DAUGAVGR,HPRAB,2025-07-22T11:00:00,0
10571,DAUGAVGR,HSNOW,2025-07-22T11:00:00,0
10602,DAUGAVGR,HRLH,2025-07-22T11:00:00,86
10635,DAUGAVGR,HWDAV,2025-07-22T11:00:00,13
10674,DAUGAVGR,HTDRY,2025-07-22T11:00:00,22.12
10688,DAUGAVGR,HWSMX,2025-07-22T11:00:00,4.8
10709,DAUGAVGR,HWNDS,2025-07-22T11:00:00,3.7
10744,DAUGAVGR,HWDMX,2025-07-22T11:00:00,19
10790,DAUGAVGR,HWNDS,2025-07-22T12:00:00,4.7
10754,DAUGAVGR,HWSMX,2025-07-22T12:00:00,7.3
10819,DAUGAVGR,HWDMX,2025-07-22T12:00:00,28
10834,DAUGAVGR,HWDAV,2025-07-22T12:00:00,27
10857,DAUGAVGR,HTDRY,2025-07-22T12:00:00,22.55
10889,DAUGAVGR,HSNOW,2025-07-22T12:00:00,0
10933,DAUGAVGR,HRLH,2025-07-22T12:00:00,83
10950,DAUGAVGR,HPRSL,2025-07-22T12:00:00,1005.3
10972,DAUGAVGR,HPRAB,2025-07-22T12:00:00,0
10997,DAUGAVGR,HATMX,2025-07-22T12:00:00,23.4
11025,DAUGAVGR,HATMN,2025-07-22T12:00:00,22.1
11071,DAUGAVGR,HATMN,2025-07-22T13:00:00,22
11142,DAUGAVGR,HPRAB,2025-07-22T13:00:00,0
11152,DAUGAVGR,HATMX,2025-07-22T13:00:00,23
11175,DAUGAVGR,HSNOW,2025-07-22T13:00:00,0
11201,DAUGAVGR,HRLH,2025-07-22T13:00:00,85
11230,DAUGAVGR,HPRSL,2025-07-22T13:00:00,1005.2
11233,DAUGAVGR,HWDMX,2025-07-22T13:00:00,22
11269,DAUGAVGR,HWDAV,2025-07-22T13:00:00,15
11292,DAUGAVGR,HTDRY,2025-07-22T13:00:00,22.67
11312,DAUGAVGR,HWSMX,2025-07-22T13:00:00,6.6
11340,DAUGAVGR,HWNDS,2025-07-22T13:00:00,5.3
11389,DAUGAVGR,HATMN,2025-07-22T14:00:00,21.9
11413,DAUGAVGR,HPRSL,2025-07-22T14:00:00,1005
11447,DAUGAVGR,HPRAB,2025-07-22T14:00:00,0
11470,DAUGAVGR,HATMX,2025-07-22T14:00:00,23
11488,DAUGAVGR,HSNOW,2025-07-22T14:00:00,0
