_id,STATION_ID,ABBREVIATION,DATETIME,VALUE
3899,RIGASLU,HWDAV,2025-07-21T13:00:00,346
3952,RIGASLU,HWSMX,2025-07-21T13:00:00,7.2
3971,RIGASLU,HWNDS,2025-07-21T13:00:00,4
4031,RIGASLU,CCTMX,2025-07-21T13:00:00,2
3783,RIGASLU,HPRAB,2025-07-21T13:00:00,0
4267,RIGASLU,HWNDS,2025-07-21T14:00:00,4.4
4341,RIGASLU,CCTMX,2025-07-21T14:00:00,1
4048,RIGASLU,HPRSL,2025-07-21T14:00:00,1006.7
4086,RIGASLU,HPRAB,2025-07-21T14:00:00,0
4101,RIGASLU,HATMX,2025-07-21T14:00:00,25
4121,RIGASLU,HSNOW,2025-07-21T14:00:00,0
4147,RIGASLU,HRLH,2025-07-21T14:00:00,69
4179,RIGASLU,HWDMX,2025-07-21T14:00:00,332
4196,RIGASLU,HWDAV,2025-07-21T14:00:00,346
4215,RIGASLU,HTDRY,2025-07-21T14:00:00,24.45
4242,RIGASLU,HWSMX,2025-07-21T14:00:00,7.4
4020,RIGASLU,HATMN,2025-07-21T14:00:00,23.9
4494,RIGASLU,HWDMX,2025-07-21T15:00:00,352
4308,RIGASLU,HATMX,2025-07-21T15:00:00,24.5
4320,RIGASLU,HATMN,2025-07-21T15:00:00,24.2
4361,RIGASLU,HPRSL,2025-07-21T15:00:00,1006.7
4392,RIGASLU,HPRAB,2025-07-21T15:00:00,0
4428,RIGASLU,HSNOW,2025-07-21T15:00:00,0
4451,RIGASLU,HRLH,2025-07-21T15:00:00,68
4519,RIGASLU,HWDAV,2025-07-21T15:00:00,352
4529,RIGASLU,HTDRY,2025-07-21T15:00:00,24.37
4549,RIGASLU,HWSMX,2025-07-21T15:00:00,7
4595,RIGASLU,HWNDS,2025-07-21T15:00:00,3.8
4648,RIGASLU,CCTMX,2025-07-21T15:00:00,0
4954,RIGASLU,CCTMX,2025-07-21T16:00:00,1
4660,RIGASLU,HPRSL,2025-07-21T16:00:00,1006.8
4700,RIGASLU,HPRAB,2025-07-21T16:00:00,0
4712,RIGASLU,HATMX,2025-07-21T16:00:00,24.5
4749,RIGASLU,HSNOW,2025-07-21T16:00:00,0
4761,RIGASLU,HRLH,2025-07-21T16:00:00,68
4809,RIGASLU,HWDAV,2025-07-21T16:00:00,351
4833,RIGASLU,HTDRY,2025-07-21T16:00:00,24.1
4871,RIGASLU,HWSMX,2025-07-21T16:00:00,7.3
4897,RIGASLU,HWNDS,2025-07-21T16:00:00,4.2
4910,RIGASLU,HWDMX,2025-07-21T16:00:00,356
4621,RIGASLU,HATMN,2025-07-21T16:00:00,23.7
5263,RIGASLU,CCTMX,2025-07-21T17:00:00,0
4913,RIGASLU,HATMX,2025-07-21T17:00:00,24.2
4940,RIGASLU,HATMN,2025-07-21T17:00:00,23.2
4967,RIGASLU,HPRSL,2025-07-21T17:00:00,1006.4
4993,RIGASLU,HPRAB,2025-07-21T17:00:00,0
5034,RIGASLU,HTDRY,2025-07-21T17:00:00,23.68
5046,RIGASLU,HSNOW,2025-07-21T17:00:00,0
5075,RIGASLU,HRLH,2025-07-21T17:00:00,71
5127,RIGASLU,HWDAV,2025-07-21T17:00:00,4
5163,RIGASLU,HWSMX,2025-07-21T17:00:00,6.9
5196,RIGASLU,HWNDS,2025-07-21T17:00:00,4.1
5212,RIGASLU,HWDMX,2025-07-21T17:00:00,10
5573,RIGASLU,CCTMX,2025-07-21T18:00:00,0
5326,RIGASLU,HATMX,2025-07-21T18:00:00,23.2
5246,RIGASLU,HATMN,2025-07-21T18:00:00,22.6
5364,RIGASLU,HSNOW,2025-07-21T18:00:00,0
5379,RIGASLU,HRLH,2025-07-21T18:00:00,76
5425,RIGASLU,HWDAV,2025-07-21T18:00:00,1
5450,RIGASLU,HTDRY,2025-07-21T18:00:00,22.85
5475,RIGASLU,HWSMX,2025-07-21T18:00:00,6.7
5497,RIGASLU,HWNDS,2025-07-21T18:00:00,3.6
5521,RIGASLU,HWDMX,2025-07-21T18:00:00,17
5280,RIGASLU,HPRSL,2025-07-21T18:00:00,1006.6
5315,RIGASLU,HPRAB,2025-07-21T18:00:00,0
5804,RIGASLU,HWNDS,2025-07-21T19:00:00,3.6
5563,RIGASLU,HATMN,2025-07-21T19:00:00,21.4
5590,RIGASLU,HPRSL,2025-07-21T19:00:00,1006.8
5606,RIGASLU,HPRAB,2025-07-21T19:00:00,0
5633,RIGASLU,HATMX,2025-07-21T19:00:00,22.5
5666,RIGASLU,HSNOW,2025-07-21T19:00:00,0
5686,RIGASLU,HRLH,2025-07-21T19:00:00,84
5720,RIGASLU,HWDMX,2025-07-21T19:00:00,20
5726,RIGASLU,HWDAV,2025-07-21T19:00:00,9
5758,RIGASLU,HTDRY,2025-07-21T19:00:00,21.92
5791,RIGASLU,HWSMX,2025-07-21T19:00:00,6.9
5880,RIGASLU,CCTMX,2025-07-21T19:00:00,0
5914,RIGASLU,HPRAB,2025-07-21T20:00:00,0
5963,RIGASLU,HSNOW,2025-07-21T20:00:00,0
5837,RIGASLU,HATMX,2025-07-21T20:00:00,21.5
5888,RIGASLU,HPRSL,2025-07-21T20:00:00,1006.7
5864,RIGASLU,HATMN,2025-07-21T20:00:00,21.2
6035,RIGASLU,HWDAV,2025-07-21T20:00:00,14
6028,RIGASLU,HWDMX,2025-07-21T20:00:00,21
6183,RIGASLU,CCTMX,2025-07-21T20:00:00,0
6064,RIGASLU,HTDRY,2025-07-21T20:00:00,21.3
6099,RIGASLU,HWSMX,2025-07-21T20:00:00,6.5
6111,RIGASLU,HWNDS,2025-07-21T20:00:00,3.1
5989,RIGASLU,HRLH,2025-07-21T20:00:00,87
6293,RIGASLU,HRLH,2025-07-21T21:00:00,90
6321,RIGASLU,HWDMX,2025-07-21T21:00:00,15
6343,RIGASLU,HWDAV,2025-07-21T21:00:00,19
6378,RIGASLU,HTDRY,2025-07-21T21:00:00,20.95
6393,RIGASLU,HWSMX,2025-07-21T21:00:00,4.4
6431,RIGASLU,HWNDS,2025-07-21T21:00:00,2
6489,RIGASLU,CCTMX,2025-07-21T21:00:00,0
6147,RIGASLU,HATMN,2025-07-21T21:00:00,20.5
6192,RIGASLU,HPRSL,2025-07-21T21:00:00,1006.3
6221,RIGASLU,HPRAB,2025-07-21T21:00:00,0
6251,RIGASLU,HATMX,2025-07-21T21:00:00,21.3
6273,RIGASLU,HSNOW,2025-07-21T21:00:00,0
6651,RIGASLU,HWDAV,2025-07-21T22:00:00,18
6456,RIGASLU,HATMX,2025-07-21T22:00:00,20.5
6466,RIGASLU,HATMN,2025-07-21T22:00:00,20.1
6502,RIGASLU,HPRSL,2025-07-21T22:00:00,1006.2
6528,RIGASLU,HPRAB,2025-07-21T22:00:00,0
6577,RIGASLU,HSNOW,2025-07-21T22:00:00,0
6603,RIGASLU,HRLH,2025-07-21T22:00:00,94
6690,RIGASLU,HTDRY,2025-07-21T22:00:00,20.3
6716,RIGASLU,HWSMX,2025-07-21T22:00:00,3.2
6725,RIGASLU,HWNDS,2025-07-21T22:00:00,1.6
6753,RIGASLU,HWDMX,2025-07-21T22:00:00,19
6797,RIGASLU,CCTMX,2025-07-21T22:00:00,0
6980,RIGASLU,HTDRY,2025-07-21T23:00:00,19.85
7031,RIGASLU,HWNDS,2025-07-21T23:00:00,1.3
7101,RIGASLU,CCTMX,2025-07-21T23:00:00,0
6773,RIGASLU,HATMN,2025-07-21T23:00:00,19.7
6809,RIGASLU,HPRSL,2025-07-21T23:00:00,1006.1
7005,RIGASLU,HWSMX,2025-07-21T23:00:00,2.8
6839,RIGASLU,HPRAB,2025-07-21T23:00:00,0
6869,RIGASLU,HATMX,2025-07-21T23:00:00,20.1
6890,RIGASLU,HSNOW,2025-07-21T23:00:00,0
6910,RIGASLU,HRLH,2025-07-21T23:00:00,96
6944,RIGASLU,HWDMX,2025-07-21T23:00:00,20
6958,RIGASLU,HWDAV,2025-07-21T23:00:00,22
7320,RIGASLU,HWSMX,2025-07-22T00:00:00,2
7366,RIGASLU,HWDMX,2025-07-22T00:00:00,42
7265,RIGASLU,HWDAV,2025-07-22T00:00:00,15
7346,RIGASLU,HWNDS,2025-07-22T00:00:00,1.1
7080,RIGASLU,HATMN,2025-07-22T00:00:00,19.3
7129,RIGASLU,HPRSL,2025-07-22T00:00:00,1006
7160,RIGASLU,HPRAB,2025-07-22T00:00:00,0
7168,RIGASLU,HATMX,2025-07-22T00:00:00,19.8
7177,RIGASLU,HTDRY,2025-07-22T00:00:00,19.53
7207,RIGASLU,HSNOW,2025-07-22T00:00:00,0
7217,RIGASLU,HRLH,2025-07-22T00:00:00,96
7411,RIGASLU,CCTMX,2025-07-22T00:00:00,0
7518,RIGASLU,HRLH,2025-07-22T01:00:00,97
7449,RIGASLU,HPRAB,2025-07-22T01:00:00,0
7584,RIGASLU,HWDAV,2025-07-22T01:00:00,50
7498,RIGASLU,HSNOW,2025-07-22T01:00:00,0
7602,RIGASLU,HTDRY,2025-07-22T01:00:00,19.2
7620,RIGASLU,HWSMX,2025-07-22T01:00:00,3.2
7662,RIGASLU,HWNDS,2025-07-22T01:00:00,1.5
7672,RIGASLU,HWDMX,2025-07-22T01:00:00,44
7428,RIGASLU,HPRSL,2025-07-22T01:00:00,1005.9
7718,RIGASLU,CCTMX,2025-07-22T01:00:00,0
7478,RIGASLU,HATMX,2025-07-22T01:00:00,19.4
7386,RIGASLU,HATMN,2025-07-22T01:00:00,19.1
7756,RIGASLU,HPRAB,2025-07-22T02:00:00,0
7980,RIGASLU,HWDMX,2025-07-22T02:00:00,74
7730,RIGASLU,HPRSL,2025-07-22T02:00:00,1005.8
7790,RIGASLU,HATMX,2025-07-22T02:00:00,19.3
7799,RIGASLU,HSNOW,2025-07-22T02:00:00,0
8026,RIGASLU,CCTMX,2025-07-22T02:00:00,0
7847,RIGASLU,HRLH,2025-07-22T02:00:00,95
7879,RIGASLU,HWDAV,2025-07-22T02:00:00,74
7912,RIGASLU,HTDRY,2025-07-22T02:00:00,19.15
7931,RIGASLU,HWSMX,2025-07-22T02:00:00,4.6
7957,RIGASLU,HWNDS,2025-07-22T02:00:00,2.4
7707,RIGASLU,HATMN,2025-07-22T02:00:00,19
8125,RIGASLU,HSNOW,2025-07-22T03:00:00,0
8001,RIGASLU,HATMN,2025-07-22T03:00:00,19.3
8063,RIGASLU,HPRAB,2025-07-22T03:00:00,0
8096,RIGASLU,HATMX,2025-07-22T03:00:00,19.4
8143,RIGASLU,HRLH,2025-07-22T03:00:00,91
8158,RIGASLU,HPRSL,2025-07-22T03:00:00,1005.8
8190,RIGASLU,HWDAV,2025-07-22T03:00:00,88
8209,RIGASLU,HTDRY,2025-07-22T03:00:00,19.4
8233,RIGASLU,HWSMX,2025-07-22T03:00:00,5.1
8260,RIGASLU,HWNDS,2025-07-22T03:00:00,2.4
8283,RIGASLU,HWDMX,2025-07-22T03:00:00,88
8333,RIGASLU,CCTMX,2025-07-22T03:00:00,0
8638,RIGASLU,CCTMX,2025-07-22T04:00:00,3
8397,RIGASLU,HATMX,2025-07-22T04:00:00,19.8
8417,RIGASLU,HSNOW,2025-07-22T04:00:00,0
8460,RIGASLU,HRLH,2025-07-22T04:00:00,90
8481,RIGASLU,HWDMX,2025-07-22T04:00:00,112
8490,RIGASLU,HWDAV,2025-07-22T04:00:00,113
8520,RIGASLU,HTDRY,2025-07-22T04:00:00,19.6
8534,RIGASLU,HWSMX,2025-07-22T04:00:00,4.8
8567,RIGASLU,HWNDS,2025-07-22T04:00:00,2.1
8301,RIGASLU,HATMN,2025-07-22T04:00:00,19.4
8348,RIGASLU,HPRSL,2025-07-22T04:00:00,1005.7
8383,RIGASLU,HPRAB,2025-07-22T04:00:00,0
8655,RIGASLU,HPRSL,2025-07-22T05:00:00,1005.8
8752,RIGASLU,HRLH,2025-07-22T05:00:00,87
8677,RIGASLU,HPRAB,2025-07-22T05:00:00,0
8599,RIGASLU,HATMX,2025-07-22T05:00:00,20.3
8726,RIGASLU,HSNOW,2025-07-22T05:00:00,0
8718,RIGASLU,HTDRY,2025-07-22T05:00:00,19.95
8615,RIGASLU,HATMN,2025-07-22T05:00:00,19.8
8778,RIGASLU,HWDMX,2025-07-22T05:00:00,100
8804,RIGASLU,HWDAV,2025-07-22T05:00:00,110
8889,RIGASLU,HWNDS,2025-07-22T05:00:00,2.4
8946,RIGASLU,CCTMX,2025-07-22T05:00:00,7
8848,RIGASLU,HWSMX,2025-07-22T05:00:00,4.5
9070,RIGASLU,HRLH,2025-07-22T06:00:00,81
9185,RIGASLU,HWNDS,2025-07-22T06:00:00,2.9
9096,RIGASLU,HWDMX,2025-07-22T06:00:00,137
9123,RIGASLU,HWDAV,2025-07-22T06:00:00,119
8909,RIGASLU,HATMX,2025-07-22T06:00:00,21.9
8935,RIGASLU,HATMN,2025-07-22T06:00:00,20.3
8961,RIGASLU,HPRSL,2025-07-22T06:00:00,1005.6
9132,RIGASLU,HTDRY,2025-07-22T06:00:00,21.22
8986,RIGASLU,HPRAB,2025-07-22T06:00:00,0
9049,RIGASLU,HSNOW,2025-07-22T06:00:00,0
9172,RIGASLU,HWSMX,2025-07-22T06:00:00,5
9253,RIGASLU,CCTMX,2025-07-22T06:00:00,3
9337,RIGASLU,HSNOW,2025-07-22T07:00:00,0
9310,RIGASLU,HATMX,2025-07-22T07:00:00,22.1
9292,RIGASLU,HPRAB,2025-07-22T07:00:00,0
9282,RIGASLU,HPRSL,2025-07-22T07:00:00,1005.6
9381,RIGASLU,HRLH,2025-07-22T07:00:00,79
9230,RIGASLU,HATMN,2025-07-22T07:00:00,21.6
9423,RIGASLU,HWDAV,2025-07-22T07:00:00,119
9447,RIGASLU,HTDRY,2025-07-22T07:00:00,21.78
9466,RIGASLU,HWSMX,2025-07-22T07:00:00,5.7
9487,RIGASLU,HWNDS,2025-07-22T07:00:00,2.8
9508,RIGASLU,HWDMX,2025-07-22T07:00:00,130
9560,RIGASLU,CCTMX,2025-07-22T07:00:00,8
9609,RIGASLU,HPRAB,2025-07-22T08:00:00,0
9867,RIGASLU,CCTMX,2025-07-22T08:00:00,7
9629,RIGASLU,HATMX,2025-07-22T08:00:00,22.8
9637,RIGASLU,HTDRY,2025-07-22T08:00:00,22.47
9655,RIGASLU,HSNOW,2025-07-22T08:00:00,0
9685,RIGASLU,HRLH,2025-07-22T08:00:00,77
9536,RIGASLU,HATMN,2025-07-22T08:00:00,22.1
9735,RIGASLU,HWDAV,2025-07-22T08:00:00,126
9762,RIGASLU,HWSMX,2025-07-22T08:00:00,5.3
9784,RIGASLU,HWNDS,2025-07-22T08:00:00,2.5
9818,RIGASLU,HWDMX,2025-07-22T08:00:00,118
9587,RIGASLU,HPRSL,2025-07-22T08:00:00,1005.6
10035,RIGASLU,HWDAV,2025-07-22T09:00:00,131
9831,RIGASLU,HATMX,2025-07-22T09:00:00,23.3
9846,RIGASLU,HATMN,2025-07-22T09:00:00,22.4
9879,RIGASLU,HPRSL,2025-07-22T09:00:00,1005.7
9918,RIGASLU,HPRAB,2025-07-22T09:00:00,0
9967,RIGASLU,HSNOW,2025-07-22T09:00:00,0
9994,RIGASLU,HRLH,2025-07-22T09:00:00,75
10057,RIGASLU,HTDRY,2025-07-22T09:00:00,22.83
10074,RIGASLU,HWSMX,2025-07-22T09:00:00,5.7
10103,RIGASLU,HWNDS,2025-07-22T09:00:00,2.9
10129,RIGASLU,HWDMX,2025-07-22T09:00:00,107
10174,RIGASLU,CCTMX,2025-07-22T09:00:00,7
10150,RIGASLU,HATMN,2025-07-22T10:00:00,22.9
10202,RIGASLU,HPRSL,2025-07-22T10:00:00,1005.5
10224,RIGASLU,HPRAB,2025-07-22T10:00:00,0
10235,RIGASLU,HATMX,2025-07-22T10:00:00,24
10481,RIGASLU,CCTMX,2025-07-22T10:00:00,7
10261,RIGASLU,HSNOW,2025-07-22T10:00:00,0
10301,RIGASLU,HRLH,2025-07-22T10:00:00,71
10321,RIGASLU,HWDMX,2025-07-22T10:00:00,136
10336,RIGASLU,HWDAV,2025-07-22T10:00:00,117
10361,RIGASLU,HTDRY,2025-07-22T10:00:00,23.4
10384,RIGASLU,HWSMX,2025-07-22T10:00:00,5.9
10419,RIGASLU,HWNDS,2025-07-22T10:00:00,2.5
10472,RIGASLU,HATMN,2025-07-22T11:00:00,23.8
10609,RIGASLU,HRLH,2025-07-22T11:00:00,66
10623,RIGASLU,HWDMX,2025-07-22T11:00:00,98
10642,RIGASLU,HWDAV,2025-07-22T11:00:00,115
10680,RIGASLU,HTDRY,2025-07-22T11:00:00,24.27
10695,RIGASLU,HWSMX,2025-07-22T11:00:00,6.6
10716,RIGASLU,HWNDS,2025-07-22T11:00:00,3
11047,RIGASLU,CCTMX,2025-07-22T11:00:00,7
10509,RIGASLU,HPRSL,2025-07-22T11:00:00,1005.4
10528,RIGASLU,HPRAB,2025-07-22T11:00:00,0
10544,RIGASLU,HATMX,2025-07-22T11:00:00,24.8
10578,RIGASLU,HSNOW,2025-07-22T11:00:00,0
10797,RIGASLU,HWNDS,2025-07-22T12:00:00,3.1
10826,RIGASLU,HWDMX,2025-07-22T12:00:00,115
10841,RIGASLU,HWDAV,2025-07-22T12:00:00,125
10864,RIGASLU,HTDRY,2025-07-22T12:00:00,24.78
10896,RIGASLU,HSNOW,2025-07-22T12:00:00,0
10915,RIGASLU,HRLH,2025-07-22T12:00:00,63
10957,RIGASLU,HPRSL,2025-07-22T12:00:00,1005.3
10979,RIGASLU,HPRAB,2025-07-22T12:00:00,0
10761,RIGASLU,HWSMX,2025-07-22T12:00:00,7.1
11004,RIGASLU,HATMX,2025-07-22T12:00:00,25.4
11032,RIGASLU,HATMN,2025-07-22T12:00:00,24.5
11093,RIGASLU,CCTMX,2025-07-22T12:00:00,7
11399,RIGASLU,CCTMX,2025-07-22T13:00:00,7
11078,RIGASLU,HATMN,2025-07-22T13:00:00,24.8
11109,RIGASLU,HPRSL,2025-07-22T13:00:00,1005.1
11149,RIGASLU,HPRAB,2025-07-22T13:00:00,0
11159,RIGASLU,HATMX,2025-07-22T13:00:00,25.6
11171,RIGASLU,HTDRY,2025-07-22T13:00:00,25.27
11183,RIGASLU,HSNOW,2025-07-22T13:00:00,0
